Year,Attribute,Value
1928,Science Fiction,0
1928,Documentary,0
1928,TV Movie,0
1929,Crime,0
1929,Romance,1
1929,Fantasy,0
1929,Drama,1
1929,Western,0
1929,Adventure,0
1929,Comedy,3
1929,Action,0
1929,Horror,0
1929,History,0
1929,Music,3
1929,Mystery,0
1929,Animation,0
1929,Thriller,0
1929,War,0
1929,Family,0
1929,Science Fiction,0
1929,Documentary,0
1929,TV Movie,0
1930,Crime,0
1930,Romance,0
1930,Fantasy,0
1930,Drama,5
1930,Western,0
1930,Adventure,0
1930,Comedy,0
1930,Action,0
1930,Horror,0
1930,History,0
1930,Music,0
1930,Mystery,0
1930,Animation,0
1930,Thriller,0
1930,War,0
1930,Family,0
1930,Science Fiction,0
1930,Documentary,0
1930,TV Movie,0
1931,Crime,3
1931,Romance,1
1931,Fantasy,0
1931,Drama,4
1931,Western,0
1931,Adventure,0
1931,Comedy,1
1931,Action,1
1931,Horror,2
1931,History,0
1931,Music,0
1931,Mystery,0
1931,Animation,0
1931,Thriller,0
1931,War,0
1931,Family,0
1931,Science Fiction,0
1931,Documentary,0
1931,TV Movie,0
1932,Crime,0
1932,Romance,1
1932,Fantasy,0
1932,Drama,7
1932,Western,0
1932,Adventure,0
1932,Comedy,0
1932,Action,0
1932,Horror,0
1932,History,0
1932,Music,0
1932,Mystery,0
1932,Animation,0
1932,Thriller,0
1932,War,0
1932,Family,0
1932,Science Fiction,0
1932,Documentary,0
1932,TV Movie,0
1933,Crime,0
1933,Romance,0
1933,Fantasy,0
1933,Drama,6
1933,Western,0
1933,Adventure,1
1933,Comedy,8
1933,Action,0
1933,Horror,0
1933,History,0
1933,Music,0
1933,Mystery,0
1933,Animation,0
1933,Thriller,0
1933,War,0
1933,Family,0
1933,Science Fiction,0
1933,Documentary,0
1933,TV Movie,0
1934,Crime,0
1934,Romance,0
1934,Fantasy,0
1934,Drama,3
1934,Western,0
1934,Adventure,0
1934,Comedy,6
1934,Action,0
1934,Horror,1
1934,History,0
1934,Music,1
1934,Mystery,0
1934,Animation,0
1934,Thriller,0
1934,War,0
1934,Family,0
1934,Science Fiction,0
1934,Documentary,0
1934,TV Movie,0
1935,Crime,3
1935,Romance,0
1935,Fantasy,0
1935,Drama,3
1935,Western,0
1935,Adventure,2
1935,Comedy,4
1935,Action,0
1935,Horror,0
1935,History,0
1935,Music,1
1935,Mystery,0
1935,Animation,0
1935,Thriller,0
1935,War,0
1935,Family,0
1935,Science Fiction,0
1935,Documentary,0
1935,TV Movie,0
1936,Crime,1
1936,Romance,0
1936,Fantasy,0
1936,Drama,6
1936,Western,0
1936,Adventure,0
1936,Comedy,7
1936,Action,0
1936,Horror,0
1936,History,0
1936,Music,0
1936,Mystery,0
1936,Animation,0
1936,Thriller,0
1936,War,0
1936,Family,0
1936,Science Fiction,0
1936,Documentary,0
1936,TV Movie,0
1937,Crime,0
1937,Romance,0
1937,Fantasy,1
1937,Drama,4
1937,Western,0
1937,Adventure,0
1937,Comedy,6
1937,Action,0
1937,Horror,0
1937,History,0
1937,Music,0
1937,Mystery,1
1937,Animation,0
1937,Thriller,0
1937,War,0
1937,Family,0
1937,Science Fiction,0
1937,Documentary,0
1937,TV Movie,0
1938,Crime,0
1938,Romance,2
1938,Fantasy,0
1938,Drama,3
1938,Western,0
1938,Adventure,1
1938,Comedy,4
1938,Action,0
1938,Horror,0
1938,History,0
1938,Music,1
1938,Mystery,0
1938,Animation,0
1938,Thriller,0
1938,War,0
1938,Family,0
1938,Science Fiction,0
1938,Documentary,0
1938,TV Movie,0
1939,Crime,0
1939,Romance,1
1939,Fantasy,0
1939,Drama,3
1939,Western,1
1939,Adventure,2
1939,Comedy,5
1939,Action,0
1939,Horror,0
1939,History,0
1939,Music,0
1939,Mystery,0
1939,Animation,0
1939,Thriller,0
1939,War,0
1939,Family,0
1939,Science Fiction,0
1939,Documentary,0
1939,TV Movie,0
1940,Crime,0
1940,Romance,1
1940,Fantasy,0
1940,Drama,4
1940,Western,0
1940,Adventure,1
1940,Comedy,3
1940,Action,2
1940,Horror,0
1940,History,0
1940,Music,0
1940,Mystery,1
1940,Animation,2
1940,Thriller,0
1940,War,0
1940,Family,0
1940,Science Fiction,0
1940,Documentary,0
1940,TV Movie,0
1941,Crime,0
1941,Romance,0
1941,Fantasy,0
1941,Drama,1
1941,Western,0
1941,Adventure,1
1941,Comedy,4
1941,Action,0
1941,Horror,0
1941,History,1
1941,Music,0
1941,Mystery,3
1941,Animation,2
1941,Thriller,0
1941,War,0
1941,Family,0
1941,Science Fiction,0
1941,Documentary,0
1941,TV Movie,0
1942,Crime,3
1942,Romance,1
1942,Fantasy,0
1942,Drama,1
1942,Western,0
1942,Adventure,1
1942,Comedy,3
1942,Action,2
1942,Horror,1
1942,History,0
1942,Music,1
1942,Mystery,1
1942,Animation,1
1942,Thriller,1
1942,War,0
1942,Family,0
1942,Science Fiction,0
1942,Documentary,0
1942,TV Movie,0
1943,Crime,0
1943,Romance,1
1943,Fantasy,1
1943,Drama,4
1943,Western,0
1943,Adventure,0
1943,Comedy,5
1943,Action,1
1943,Horror,1
1943,History,0
1943,Music,0
1943,Mystery,0
1943,Animation,1
1943,Thriller,1
1943,War,2
1943,Family,0
1943,Science Fiction,0
1943,Documentary,0
1943,TV Movie,0
1944,Crime,1
1944,Romance,0
1944,Fantasy,0
1944,Drama,4
1944,Western,0
1944,Adventure,2
1944,Comedy,3
1944,Action,0
1944,Horror,0
1944,History,0
1944,Music,0
1944,Mystery,0
1944,Animation,0
1944,Thriller,0
1944,War,1
1944,Family,0
1944,Science Fiction,0
1944,Documentary,0
1944,TV Movie,0
1945,Crime,2
1945,Romance,0
1945,Fantasy,1
1945,Drama,5
1945,Western,0
1945,Adventure,0
1945,Comedy,3
1945,Action,0
1945,Horror,0
1945,History,0
1945,Music,0
1945,Mystery,0
1945,Animation,0
1945,Thriller,3
1945,War,0
1945,Family,0
1945,Science Fiction,0
1945,Documentary,0
1945,TV Movie,0
1946,Crime,2
1946,Romance,1
1946,Fantasy,0
1946,Drama,5
1946,Western,2
1946,Adventure,0
1946,Comedy,1
1946,Action,0
1946,Horror,0
1946,History,0
1946,Music,1
1946,Mystery,2
1946,Animation,0
1946,Thriller,2
1946,War,0
1946,Family,1
1946,Science Fiction,0
1946,Documentary,0
1946,TV Movie,0
1947,Crime,1
1947,Romance,1
1947,Fantasy,0
1947,Drama,3
1947,Western,1
1947,Adventure,1
1947,Comedy,6
1947,Action,0
1947,Horror,0
1947,History,0
1947,Music,0
1947,Mystery,4
1947,Animation,0
1947,Thriller,0
1947,War,0
1947,Family,0
1947,Science Fiction,0
1947,Documentary,0
1947,TV Movie,0
1948,Crime,0
1948,Romance,1
1948,Fantasy,0
1948,Drama,2
1948,Western,3
1948,Adventure,1
1948,Comedy,3
1948,Action,1
1948,Horror,0
1948,History,0
1948,Music,0
1948,Mystery,0
1948,Animation,1
1948,Thriller,2
1948,War,0
1948,Family,0
1948,Science Fiction,0
1948,Documentary,0
1948,TV Movie,0
1949,Crime,1
1949,Romance,1
1949,Fantasy,0
1949,Drama,7
1949,Western,1
1949,Adventure,2
1949,Comedy,4
1949,Action,1
1949,Horror,0
1949,History,0
1949,Music,0
1949,Mystery,0
1949,Animation,0
1949,Thriller,0
1949,War,0
1949,Family,0
1949,Science Fiction,0
1949,Documentary,0
1949,TV Movie,0
1950,Crime,1
1950,Romance,0
1950,Fantasy,0
1950,Drama,3
1950,Western,0
1950,Adventure,0
1950,Comedy,2
1950,Action,1
1950,Horror,0
1950,History,0
1950,Music,2
1950,Mystery,0
1950,Animation,0
1950,Thriller,1
1950,War,1
1950,Family,1
1950,Science Fiction,1
1950,Documentary,0
1950,TV Movie,0
1951,Crime,2
1951,Romance,1
1951,Fantasy,0
1951,Drama,10
1951,Western,0
1951,Adventure,0
1951,Comedy,3
1951,Action,0
1951,Horror,0
1951,History,0
1951,Music,0
1951,Mystery,1
1951,Animation,1
1951,Thriller,1
1951,War,0
1951,Family,0
1951,Science Fiction,1
1951,Documentary,0
1951,TV Movie,0
1952,Crime,1
1952,Romance,2
1952,Fantasy,0
1952,Drama,3
1952,Western,1
1952,Adventure,3
1952,Comedy,3
1952,Action,0
1952,Horror,0
1952,History,0
1952,Music,1
1952,Mystery,0
1952,Animation,0
1952,Thriller,0
1952,War,1
1952,Family,0
1952,Science Fiction,0
1952,Documentary,0
1952,TV Movie,0
1953,Crime,0
1953,Romance,1
1953,Fantasy,0
1953,Drama,9
1953,Western,0
1953,Adventure,0
1953,Comedy,6
1953,Action,0
1953,Horror,2
1953,History,0
1953,Music,0
1953,Mystery,0
1953,Animation,1
1953,Thriller,1
1953,War,1
1953,Family,0
1953,Science Fiction,1
1953,Documentary,0
1953,TV Movie,0
1954,Crime,1
1954,Romance,0
1954,Fantasy,0
1954,Drama,5
1954,Western,0
1954,Adventure,3
1954,Comedy,2
1954,Action,2
1954,Horror,0
1954,History,1
1954,Music,0
1954,Mystery,0
1954,Animation,0
1954,Thriller,3
1954,War,1
1954,Family,0
1954,Science Fiction,1
1954,Documentary,0
1954,TV Movie,0
1955,Crime,3
1955,Romance,0
1955,Fantasy,0
1955,Drama,5
1955,Western,1
1955,Adventure,1
1955,Comedy,5
1955,Action,0
1955,Horror,0
1955,History,0
1955,Music,0
1955,Mystery,2
1955,Animation,0
1955,Thriller,1
1955,War,0
1955,Family,1
1955,Science Fiction,3
1955,Documentary,0
1955,TV Movie,0
1956,Crime,1
1956,Romance,0
1956,Fantasy,0
1956,Drama,14
1956,Western,0
1956,Adventure,2
1956,Comedy,2
1956,Action,0
1956,Horror,1
1956,History,0
1956,Music,0
1956,Mystery,0
1956,Animation,0
1956,Thriller,1
1956,War,0
1956,Family,0
1956,Science Fiction,2
1956,Documentary,0
1956,TV Movie,0
1957,Crime,1
1957,Romance,0
1957,Fantasy,0
1957,Drama,13
1957,Western,1
1957,Adventure,1
1957,Comedy,5
1957,Action,0
1957,Horror,3
1957,History,0
1957,Music,0
1957,Mystery,0
1957,Animation,0
1957,Thriller,0
1957,War,0
1957,Family,0
1957,Science Fiction,0
1957,Documentary,0
1957,TV Movie,0
1958,Crime,3
1958,Romance,1
1958,Fantasy,0
1958,Drama,4
1958,Western,1
1958,Adventure,0
1958,Comedy,2
1958,Action,1
1958,Horror,4
1958,History,1
1958,Music,1
1958,Mystery,1
1958,Animation,0
1958,Thriller,0
1958,War,0
1958,Family,0
1958,Science Fiction,1
1958,Documentary,0
1958,TV Movie,0
1959,Crime,2
1959,Romance,1
1959,Fantasy,1
1959,Drama,3
1959,Western,1
1959,Adventure,1
1959,Comedy,4
1959,Action,2
1959,Horror,1
1959,History,1
1959,Music,1
1959,Mystery,1
1959,Animation,0
1959,Thriller,1
1959,War,0
1959,Family,0
1959,Science Fiction,0
1959,Documentary,0
1959,TV Movie,0
1960,Crime,0
1960,Romance,0
1960,Fantasy,0
1960,Drama,4
1960,Western,3
1960,Adventure,3
1960,Comedy,7
1960,Action,1
1960,Horror,4
1960,History,1
1960,Music,0
1960,Mystery,0
1960,Animation,0
1960,Thriller,1
1960,War,1
1960,Family,0
1960,Science Fiction,0
1960,Documentary,0
1960,TV Movie,0
1961,Crime,2
1961,Romance,1
1961,Fantasy,0
1961,Drama,8
1961,Western,2
1961,Adventure,3
1961,Comedy,5
1961,Action,0
1961,Horror,1
1961,History,0
1961,Music,0
1961,Mystery,0
1961,Animation,0
1961,Thriller,0
1961,War,1
1961,Family,0
1961,Science Fiction,0
1961,Documentary,0
1961,TV Movie,0
1962,Crime,1
1962,Romance,0
1962,Fantasy,0
1962,Drama,7
1962,Western,2
1962,Adventure,4
1962,Comedy,1
1962,Action,0
1962,Horror,1
1962,History,0
1962,Music,0
1962,Mystery,0
1962,Animation,0
1962,Thriller,2
1962,War,1
1962,Family,1
1962,Science Fiction,0
1962,Documentary,0
1962,TV Movie,0
1963,Crime,0
1963,Romance,0
1963,Fantasy,0
1963,Drama,3
1963,Western,1
1963,Adventure,3
1963,Comedy,5
1963,Action,4
1963,Horror,2
1963,History,0
1963,Music,0
1963,Mystery,0
1963,Animation,1
1963,Thriller,0
1963,War,0
1963,Family,0
1963,Science Fiction,0
1963,Documentary,0
1963,TV Movie,0
1964,Crime,1
1964,Romance,1
1964,Fantasy,0
1964,Drama,5
1964,Western,1
1964,Adventure,2
1964,Comedy,5
1964,Action,1
1964,Horror,1
1964,History,0
1964,Music,1
1964,Mystery,0
1964,Animation,0
1964,Thriller,1
1964,War,1
1964,Family,0
1964,Science Fiction,0
1964,Documentary,0
1964,TV Movie,0
1965,Crime,0
1965,Romance,1
1965,Fantasy,0
1965,Drama,11
1965,Western,3
1965,Adventure,1
1965,Comedy,10
1965,Action,2
1965,Horror,0
1965,History,0
1965,Music,0
1965,Mystery,0
1965,Animation,3
1965,Thriller,0
1965,War,1
1965,Family,0
1965,Science Fiction,0
1965,Documentary,0
1965,TV Movie,0
1966,Crime,1
1966,Romance,2
1966,Fantasy,0
1966,Drama,10
1966,Western,2
1966,Adventure,2
1966,Comedy,1
1966,Action,2
1966,Horror,1
1966,History,2
1966,Music,1
1966,Mystery,0
1966,Animation,0
1966,Thriller,1
1966,War,0
1966,Family,0
1966,Science Fiction,1
1966,Documentary,0
1966,TV Movie,0
1967,Crime,6
1967,Romance,0
1967,Fantasy,0
1967,Drama,5
1967,Western,1
1967,Adventure,4
1967,Comedy,10
1967,Action,6
1967,Horror,0
1967,History,0
1967,Music,0
1967,Mystery,0
1967,Animation,0
1967,Thriller,1
1967,War,0
1967,Family,1
1967,Science Fiction,0
1967,Documentary,0
1967,TV Movie,0
1968,Crime,2
1968,Romance,0
1968,Fantasy,1
1968,Drama,10
1968,Western,2
1968,Adventure,0
1968,Comedy,4
1968,Action,3
1968,Horror,1
1968,History,0
1968,Music,1
1968,Mystery,0
1968,Animation,0
1968,Thriller,0
1968,War,1
1968,Family,0
1968,Science Fiction,3
1968,Documentary,0
1968,TV Movie,0
1969,Crime,2
1969,Romance,1
1969,Fantasy,0
1969,Drama,4
1969,Western,2
1969,Adventure,3
1969,Comedy,6
1969,Action,1
1969,Horror,0
1969,History,0
1969,Music,0
1969,Mystery,0
1969,Animation,0
1969,Thriller,0
1969,War,1
1969,Family,0
1969,Science Fiction,0
1969,Documentary,0
1969,TV Movie,0
1970,Crime,0
1970,Romance,1
1970,Fantasy,0
1970,Drama,5
1970,Western,3
1970,Adventure,5
1970,Comedy,4
1970,Action,1
1970,Horror,1
1970,History,1
1970,Music,0
1970,Mystery,0
1970,Animation,1
1970,Thriller,0
1970,War,2
1970,Family,0
1970,Science Fiction,0
1970,Documentary,2
1970,TV Movie,0
1971,Crime,0
1971,Romance,0
1971,Fantasy,0
1971,Drama,8
1971,Western,0
1971,Adventure,2
1971,Comedy,2
1971,Action,8
1971,Horror,2
1971,History,0
1971,Music,0
1971,Mystery,0
1971,Animation,1
1971,Thriller,1
1971,War,0
1971,Family,1
1971,Science Fiction,3
1971,Documentary,0
1971,TV Movie,0
1972,Crime,4
1972,Romance,1
1972,Fantasy,0
1972,Drama,4
1972,Western,1
1972,Adventure,3
1972,Comedy,6
1972,Action,6
1972,Horror,0
1972,History,0
1972,Music,0
1972,Mystery,2
1972,Animation,1
1972,Thriller,1
1972,War,0
1972,Family,0
1972,Science Fiction,0
1972,Documentary,0
1972,TV Movie,0
1973,Crime,2
1973,Romance,0
1973,Fantasy,0
1973,Drama,5
1973,Western,2
1973,Adventure,3
1973,Comedy,6
1973,Action,7
1973,Horror,1
1973,History,0
1973,Music,0
1973,Mystery,1
1973,Animation,2
1973,Thriller,1
1973,War,0
1973,Family,0
1973,Science Fiction,0
1973,Documentary,0
1973,TV Movie,0
1974,Crime,6
1974,Romance,0
1974,Fantasy,1
1974,Drama,7
1974,Western,1
1974,Adventure,1
1974,Comedy,3
1974,Action,4
1974,Horror,2
1974,History,0
1974,Music,0
1974,Mystery,0
1974,Animation,0
1974,Thriller,0
1974,War,0
1974,Family,0
1974,Science Fiction,0
1974,Documentary,0
1974,TV Movie,0
1975,Crime,5
1975,Romance,0
1975,Fantasy,0
1975,Drama,8
1975,Western,0
1975,Adventure,2
1975,Comedy,10
1975,Action,5
1975,Horror,3
1975,History,0
1975,Music,1
1975,Mystery,1
1975,Animation,0
1975,Thriller,2
1975,War,0
1975,Family,0
1975,Science Fiction,0
1975,Documentary,0
1975,TV Movie,0
1976,Crime,4
1976,Romance,0
1976,Fantasy,0
1976,Drama,6
1976,Western,1
1976,Adventure,3
1976,Comedy,8
1976,Action,4
1976,Horror,3
1976,History,0
1976,Music,0
1976,Mystery,0
1976,Animation,0
1976,Thriller,3
1976,War,0
1976,Family,1
1976,Science Fiction,0
1976,Documentary,4
1976,TV Movie,0
1977,Crime,0
1977,Romance,0
1977,Fantasy,1
1977,Drama,7
1977,Western,0
1977,Adventure,4
1977,Comedy,2
1977,Action,7
1977,Horror,4
1977,History,0
1977,Music,1
1977,Mystery,2
1977,Animation,3
1977,Thriller,1
1977,War,0
1977,Family,0
1977,Science Fiction,1
1977,Documentary,0
1977,TV Movie,0
1978,Crime,0
1978,Romance,1
1978,Fantasy,1
1978,Drama,10
1978,Western,0
1978,Adventure,3
1978,Comedy,5
1978,Action,5
1978,Horror,8
1978,History,0
1978,Music,0
1978,Mystery,1
1978,Animation,0
1978,Thriller,1
1978,War,0
1978,Family,1
1978,Science Fiction,2
1978,Documentary,0
1978,TV Movie,0
1979,Crime,0
1979,Romance,2
1979,Fantasy,0
1979,Drama,15
1979,Western,0
1979,Adventure,4
1979,Comedy,8
1979,Action,9
1979,Horror,3
1979,History,0
1979,Music,1
1979,Mystery,0
1979,Animation,0
1979,Thriller,0
1979,War,0
1979,Family,2
1979,Science Fiction,3
1979,Documentary,1
1979,TV Movie,0
1980,Crime,3
1980,Romance,1
1980,Fantasy,2
1980,Drama,10
1980,Western,1
1980,Adventure,4
1980,Comedy,10
1980,Action,6
1980,Horror,9
1980,History,0
1980,Music,2
1980,Mystery,0
1980,Animation,0
1980,Thriller,2
1980,War,2
1980,Family,0
1980,Science Fiction,3
1980,Documentary,0
1980,TV Movie,0
1981,Crime,5
1981,Romance,1
1981,Fantasy,1
1981,Drama,11
1981,Western,0
1981,Adventure,9
1981,Comedy,12
1981,Action,7
1981,Horror,13
1981,History,1
1981,Music,0
1981,Mystery,0
1981,Animation,1
1981,Thriller,1
1981,War,2
1981,Family,2
1981,Science Fiction,3
1981,Documentary,0
1981,TV Movie,0
1982,Crime,0
1982,Romance,1
1982,Fantasy,2
1982,Drama,13
1982,Western,0
1982,Adventure,3
1982,Comedy,17
1982,Action,5
1982,Horror,11
1982,History,1
1982,Music,2
1982,Mystery,0
1982,Animation,0
1982,Thriller,2
1982,War,0
1982,Family,1
1982,Science Fiction,6
1982,Documentary,1
1982,TV Movie,0
1983,Crime,3
1983,Romance,4
1983,Fantasy,1
1983,Drama,14
1983,Western,0
1983,Adventure,4
1983,Comedy,16
1983,Action,7
1983,Horror,9
1983,History,0
1983,Music,1
1983,Mystery,0
1983,Animation,1
1983,Thriller,4
1983,War,0
1983,Family,1
1983,Science Fiction,1
1983,Documentary,0
1983,TV Movie,0
1984,Crime,4
1984,Romance,1
1984,Fantasy,1
1984,Drama,20
1984,Western,0
1984,Adventure,7
1984,Comedy,20
1984,Action,13
1984,Horror,7
1984,History,1
1984,Music,3
1984,Mystery,0
1984,Animation,0
1984,Thriller,3
1984,War,0
1984,Family,0
1984,Science Fiction,5
1984,Documentary,1
1984,TV Movie,0
1985,Crime,1
1985,Romance,0
1985,Fantasy,1
1985,Drama,10
1985,Western,2
1985,Adventure,13
1985,Comedy,26
1985,Action,16
1985,Horror,6
1985,History,2
1985,Music,0
1985,Mystery,0
1985,Animation,2
1985,Thriller,2
1985,War,0
1985,Family,3
1985,Science Fiction,2
1985,Documentary,0
1985,TV Movie,0
1986,Crime,5
1986,Romance,3
1986,Fantasy,2
1986,Drama,14
1986,Western,0
1986,Adventure,10
1986,Comedy,30
1986,Action,14
1986,Horror,10
1986,History,0
1986,Music,0
1986,Mystery,0
1986,Animation,3
1986,Thriller,1
1986,War,1
1986,Family,3
1986,Science Fiction,4
1986,Documentary,0
1986,TV Movie,0
1987,Crime,5
1987,Romance,2
1987,Fantasy,1
1987,Drama,22
1987,Western,0
1987,Adventure,6
1987,Comedy,28
1987,Action,18
1987,Horror,10
1987,History,0
1987,Music,0
1987,Mystery,1
1987,Animation,1
1987,Thriller,2
1987,War,0
1987,Family,3
1987,Science Fiction,2
1987,Documentary,0
1987,TV Movie,0
1988,Crime,3
1988,Romance,4
1988,Fantasy,8
1988,Drama,19
1988,Western,1
1988,Adventure,4
1988,Comedy,30
1988,Action,15
1988,Horror,15
1988,History,0
1988,Music,0
1988,Mystery,0
1988,Animation,5
1988,Thriller,3
1988,War,0
1988,Family,3
1988,Science Fiction,2
1988,Documentary,1
1988,TV Movie,0
1989,Crime,5
1989,Romance,3
1989,Fantasy,2
1989,Drama,18
1989,Western,0
1989,Adventure,11
1989,Comedy,29
1989,Action,15
1989,Horror,9
1989,History,0
1989,Music,0
1989,Mystery,0
1989,Animation,2
1989,Thriller,3
1989,War,2
1989,Family,0
1989,Science Fiction,2
1989,Documentary,1
1989,TV Movie,0
1990,Crime,6
1990,Romance,0
1990,Fantasy,3
1990,Drama,13
1990,Western,1
1990,Adventure,7
1990,Comedy,26
1990,Action,16
1990,Horror,10
1990,History,0
1990,Music,1
1990,Mystery,2
1990,Animation,1
1990,Thriller,4
1990,War,0
1990,Family,0
1990,Science Fiction,4
1990,Documentary,0
1990,TV Movie,0
1991,Crime,8
1991,Romance,4
1991,Fantasy,5
1991,Drama,27
1991,Western,0
1991,Adventure,3
1991,Comedy,31
1991,Action,23
1991,Horror,5
1991,History,1
1991,Music,1
1991,Mystery,3
1991,Animation,0
1991,Thriller,3
1991,War,0
1991,Family,0
1991,Science Fiction,5
1991,Documentary,1
1991,TV Movie,0
1992,Crime,12
1992,Romance,2
1992,Fantasy,1
1992,Drama,22
1992,Western,1
1992,Adventure,5
1992,Comedy,20
1992,Action,14
1992,Horror,5
1992,History,1
1992,Music,2
1992,Mystery,2
1992,Animation,3
1992,Thriller,7
1992,War,0
1992,Family,4
1992,Science Fiction,4
1992,Documentary,0
1992,TV Movie,0
1993,Crime,8
1993,Romance,5
1993,Fantasy,5
1993,Drama,36
1993,Western,2
1993,Adventure,8
1993,Comedy,23
1993,Action,22
1993,Horror,6
1993,History,1
1993,Music,3
1993,Mystery,2
1993,Animation,3
1993,Thriller,4
1993,War,0
1993,Family,6
